date,unit,unit_temp,station_code,station_temp,temp_diff
2023-05-26,Stringfellow,83.6,KLVJ,89,5.400000000000006
2023-05-26,Terrell,81.5,KLVJ,89,7.5
2023-05-26,Dominguez,85.3,KSKF,84,1.2999999999999972
2023-05-26,Daniel,76.3,KSNK,76,0.29999999999999716
2023-05-26,Boyd,84.3,KLXY,87,2.700000000000003
2023-05-26,Beto,80.1,KPSN,86,5.900000000000006
2023-05-26,Coffield,87.9,KPSN,86,1.9000000000000057
2023-05-26,Coffield,87.9,KPSN,86,1.9000000000000057
2023-05-26,Johnston,84.5,KJDD,86,1.5
2023-05-26,Lewis,82.4,KJAS,86,3.5999999999999943
2023-05-26,Ellis,85.7,KUTS,87,1.2999999999999972
2023-05-26,Estelle,83.7,KUTS,87,3.299999999999997
2023-05-26,Goree,78.6,KUTS,87,8.400000000000006
2023-05-26,Holliday,86.1,KUTS,87,0.9000000000000057
2023-05-26,Huntsville,81.3,KUTS,87,5.700000000000003
2023-05-26,Wynne,83.6,KUTS,87,3.4000000000000057
2023-05-26,Goodman,82.2,KJAS,86,3.799999999999997
2023-05-26,Polunsky,85.5,KCXO,86,0.5
2023-05-26,Montford,78.5,KLBB,72,6.5
2023-05-26,Telford,81,KTXK,90,9
2023-05-26,Hobby,81.8,KPWG,86,4.200000000000003
2023-05-26,Ferguson,85.6,KUTS,87,1.4000000000000057
2023-05-26,Powledge,82.3,KPSN,86,3.700000000000003
2023-05-26,Middleton,78.1,KABI,78,0.09999999999999432
2023-05-26,Robertson,74.2,KABI,78,3.799999999999997
2023-05-26,Clements,72.1,KAMA,73,0.9000000000000057
2023-05-26,Gist,89.6,KBPT,89,0.5999999999999943
2023-05-26,Stiles,85.1,KBPT,89,3.9000000000000057
2023-05-26,Garza West,89.7,KBEA,86,3.700000000000003
2023-05-26,Mcconnell,85.6,KBEA,86,0.4000000000000057
2023-05-26,Clemens,80.9,KLBX,85,4.099999999999994
2023-05-26,Roach,75.6,KCDS,76,0.4000000000000057
2023-05-26,Wallace,81.8,KSNK,76,5.799999999999997
2023-05-26,Stevenson,89.9,KVCT,90,0.09999999999999432
2023-05-26,Dalhart,79.4,KDHT,73,6.400000000000006
2023-05-26,Hutchins,84.8,KRBD,85,0.20000000000000284
2023-05-27,Bradshaw,84.1,NA,NA,NA
2023-05-27,Briscoe,85.6,KCOT,92,6.400000000000006
2023-05-27,Byrd,83.1,KUTS,88,4.900000000000006
2023-05-27,Crain,84.2,NA,NA,NA
2023-05-27,Hilltop,78.3,NA,NA,NA
2023-05-27,Hughes,79.8,NA,NA,NA
2023-05-27,Lopez,88.6,KMFE,89,0.4000000000000057
2023-05-27,Lychner,83.1,KIAH,86,2.9000000000000057
2023-05-27,Lynaugh,77.6,KFST,83,5.400000000000006
2023-05-27,Murray,79.1,NA,NA,NA
2023-05-27,Sanchez,80.2,KELP,91,10.799999999999997
2023-05-27,Torres,86.6,KIAH,86,0.5999999999999943
2023-05-27,Woodman,82,NA,NA,NA
2023-05-27,Young,87.9,KEFD,88,0.09999999999999432
2023-05-27,Jordan,77.1,KPPA,74,3.0999999999999943
2023-05-27,Formby,76.1,KPVW,68,8.099999999999994
2023-05-27,Wheeler,73,KPVW,68,5
2023-05-27,Memorial,86.3,KLVJ,89,2.700000000000003
2023-05-27,Ramsey,86.5,KLVJ,89,2.5
2023-05-27,Stringfellow,82.3,KLVJ,89,6.700000000000003
2023-05-27,Terrell,81.4,KLVJ,89,7.599999999999994
2023-05-27,Dominguez,85.8,KSKF,85,0.7999999999999972
2023-05-27,Daniel,73.4,KSNK,75,1.5999999999999943
2023-05-27,Boyd,83.3,KLXY,86,2.700000000000003
2023-05-27,Beto,79.9,KPSN,86,6.099999999999994
2023-05-27,Coffield,84.2,KPSN,86,1.7999999999999972
2023-05-27,Coffield,84.2,KPSN,86,1.7999999999999972
2023-05-27,Johnston,84.3,KJDD,84,0.29999999999999716
2023-05-27,Lewis,84.3,KJAS,86,1.7000000000000028
2023-05-27,Ellis,86.2,KUTS,88,1.7999999999999972
2023-05-27,Estelle,82.3,KUTS,88,5.700000000000003
2023-05-27,Goree,80,KUTS,88,8
2023-05-27,Holliday,86.8,KUTS,88,1.2000000000000028
2023-05-27,Huntsville,83.2,KUTS,88,4.799999999999997
2023-05-27,Wynne,83.1,KUTS,88,4.900000000000006
2023-05-27,Goodman,84.2,KJAS,86,1.7999999999999972
2023-05-27,Polunsky,86.1,KCXO,86,0.09999999999999432
2023-05-27,Montford,72.5,KLBB,69,3.5
2023-05-27,Telford,80.6,KTXK,88,7.400000000000006
2023-05-27,Hobby,82.4,KPWG,85,2.5999999999999943
2023-05-27,Ferguson,86.4,KUTS,88,1.5999999999999943
2023-05-27,Powledge,82.8,KPSN,86,3.200000000000003
2023-05-27,Middleton,80,KABI,75,5
2023-05-27,Robertson,78,KABI,75,3
2023-05-27,Clements,72.3,KAMA,73,0.7000000000000028
2023-05-27,Gist,89.4,KBPT,87,2.4000000000000057
2023-05-27,Stiles,85.2,KBPT,87,1.7999999999999972
2023-05-27,Garza West,91.3,KBEA,86,5.299999999999997
2023-05-27,Mcconnell,84.6,KBEA,86,1.4000000000000057
2023-05-27,Clemens,77.4,KLBX,82,4.599999999999994
2023-05-27,Roach,76.2,KCDS,75,1.2000000000000028
2023-05-27,Wallace,80.3,KSNK,75,5.299999999999997
2023-05-27,Stevenson,88.4,KVCT,86,2.4000000000000057
2023-05-27,Dalhart,79.3,KDHT,75,4.299999999999997
2023-05-27,Hutchins,85.4,KRBD,82,3.4000000000000057
2023-05-28,Bradshaw,83.6,KRFI,88,4.400000000000006
2023-05-28,Briscoe,81.6,KCOT,82,0.4000000000000057
2023-05-28,Byrd,81.6,KUTS,91,9.400000000000006
2023-05-28,Crain,84.8,KGOP,82,2.799999999999997
2023-05-28,Hilltop,78.2,KGOP,82,3.799999999999997
2023-05-28,Hughes,79,KGOP,82,3
2023-05-28,Lopez,81.3,KMFE,82,0.7000000000000028
2023-05-28,Lychner,90.6,KIAH,87,3.5999999999999943
2023-05-28,Lynaugh,78.4,KFST,82,3.5999999999999943
2023-05-28,Murray,80.5,KGOP,82,1.5
2023-05-28,Sanchez,78.6,KELP,91,12.400000000000006
2023-05-28,Torres,79.9,KIAH,87,7.099999999999994
2023-05-28,Woodman,84,KGOP,82,2
2023-05-28,Young,86,KEFD,86,0
2023-05-28,Jordan,74.7,KPPA,76,1.2999999999999972
2023-05-28,Formby,80.2,KPVW,75,5.200000000000003
2023-05-28,Wheeler,78.1,KPVW,75,3.0999999999999943
2023-05-28,Memorial,84.4,KLVJ,85,0.5999999999999943
2023-05-28,Ramsey,84.3,KLVJ,85,0.7000000000000028
2023-05-28,Stringfellow,81.5,KLVJ,85,3.5
2023-05-28,Terrell,82.5,KLVJ,85,2.5
2023-05-28,Dominguez,83.7,KSKF,83,0.7000000000000028
2023-05-28,Daniel,75.7,KSNK,82,6.299999999999997
2023-05-28,Boyd,85,KLXY,87,2
2023-05-28,Beto,81.2,KPSN,90,8.799999999999997
2023-05-28,Coffield,82.9,KPSN,90,7.099999999999994
2023-05-28,Coffield,82.9,KPSN,90,7.099999999999994
2023-05-28,Johnston,86.3,KJDD,86,0.29999999999999716
2023-05-28,Lewis,84.9,KJAS,88,3.0999999999999943
2023-05-28,Ellis,86.3,KUTS,91,4.700000000000003
2023-05-28,Estelle,80.5,KUTS,91,10.5
2023-05-28,Goree,82.1,KUTS,91,8.900000000000006
2023-05-28,Holliday,86.8,KUTS,91,4.200000000000003
2023-05-28,Huntsville,82.4,KUTS,91,8.599999999999994
2023-05-28,Wynne,84.5,KUTS,91,6.5
2023-05-28,Goodman,85.3,KJAS,88,2.700000000000003
2023-05-28,Polunsky,90.5,KCXO,88,2.5
2023-05-28,Montford,78.6,KLBB,78,0.5999999999999943
2023-05-28,Telford,81.3,KTXK,89,7.700000000000003
2023-05-28,Hobby,82,KPWG,NA,NA
2023-05-28,Ferguson,88.1,KUTS,91,2.9000000000000057
2023-05-28,Powledge,84,KPSN,90,6
2023-05-28,Middleton,82.8,KABI,82,0.7999999999999972
2023-05-28,Robertson,80.7,KABI,82,1.2999999999999972
2023-05-28,Clements,73,KAMA,75,2
2023-05-28,Gist,86.7,KBPT,88,1.2999999999999972
2023-05-28,Stiles,87.4,KBPT,88,0.5999999999999943
2023-05-28,Garza West,83.7,KBEA,81,2.700000000000003
2023-05-28,Mcconnell,79.5,KBEA,81,1.5
2023-05-28,Clemens,81.4,KLBX,83,1.5999999999999943
2023-05-28,Roach,77.2,KCDS,80,2.799999999999997
2023-05-28,Wallace,81.5,KSNK,82,0.5
2023-05-28,Stevenson,84.7,KVCT,86,1.2999999999999972
2023-05-28,Dalhart,78.5,KDHT,78,0.5
2023-05-28,Hutchins,86.8,KRBD,84,2.799999999999997
2023-05-29,Bradshaw,78.7,KRFI,77,1.7000000000000028
2023-05-29,Briscoe,83.9,KCOT,91,7.099999999999994
2023-05-29,Byrd,78.4,KUTS,88,9.599999999999994
2023-05-29,Crain,86,KGOP,86,0
2023-05-29,Hilltop,78.6,KGOP,86,7.400000000000006
2023-05-29,Hughes,82.5,KGOP,86,3.5
2023-05-29,Lopez,89.5,KMFE,90,0.5
2023-05-29,Lychner,84.2,KIAH,86,1.7999999999999972
2023-05-29,Lynaugh,78.8,KFST,92,13.200000000000003
2023-05-29,Murray,81.2,KGOP,86,4.799999999999997
2023-05-29,Sanchez,83.1,KELP,94,10.900000000000006
2023-05-29,Torres,85.1,KIAH,86,0.9000000000000057
2023-05-29,Woodman,85.3,KGOP,86,0.7000000000000028
2023-05-29,Young,84.6,KEFD,86,1.4000000000000057
2023-05-29,Jordan,77.3,KPPA,82,4.700000000000003
2023-05-29,Formby,81.3,KPVW,77,4.299999999999997
2023-05-29,Wheeler,77.7,KPVW,77,0.7000000000000028
2023-05-29,Memorial,83,KLVJ,87,4
2023-05-29,Ramsey,82.4,KLVJ,87,4.599999999999994
2023-05-29,Stringfellow,82.7,KLVJ,87,4.299999999999997
2023-05-29,Terrell,82.8,KLVJ,87,4.200000000000003
2023-05-29,Dominguez,86.6,KSKF,85,1.5999999999999943
2023-05-29,Daniel,76.1,KSNK,80,3.9000000000000057
2023-05-29,Boyd,85.1,KLXY,87,1.9000000000000057
2023-05-29,Beto,80.9,KPSN,88,7.099999999999994
2023-05-29,Coffield,83,KPSN,88,5
2023-05-29,Coffield,83,KPSN,88,5
2023-05-29,Johnston,85.5,KJDD,81,4.5
2023-05-29,Lewis,83.6,KJAS,82,1.5999999999999943
2023-05-29,Ellis,89.1,KUTS,88,1.0999999999999943
2023-05-29,Estelle,81.1,KUTS,88,6.900000000000006
2023-05-29,Goree,81.4,KUTS,88,6.599999999999994
2023-05-29,Holliday,87.4,KUTS,88,0.5999999999999943
2023-05-29,Huntsville,84.4,KUTS,88,3.5999999999999943
2023-05-29,Wynne,85.2,KUTS,88,2.799999999999997
2023-05-29,Goodman,78.3,KJAS,82,3.700000000000003
2023-05-29,Polunsky,88.2,KCXO,87,1.2000000000000028
2023-05-29,Montford,78.8,KLBB,81,2.200000000000003
2023-05-29,Telford,80.7,KTXK,91,10.299999999999997
2023-05-29,Hobby,83.3,KPWG,87,3.700000000000003
2023-05-29,Ferguson,87.8,KUTS,88,0.20000000000000284
2023-05-29,Powledge,89,KPSN,88,1
2023-05-29,Middleton,83.7,KABI,82,1.7000000000000028
2023-05-29,Robertson,79.1,KABI,82,2.9000000000000057
2023-05-29,Clements,76.2,KAMA,79,2.799999999999997
2023-05-29,Gist,92.2,KBPT,86,6.200000000000003
2023-05-29,Stiles,84.2,KBPT,86,1.7999999999999972
2023-05-29,Garza West,92.8,KBEA,83,9.799999999999997
2023-05-29,Mcconnell,84.7,KBEA,83,1.7000000000000028
2023-05-29,Clemens,80.3,KLBX,82,1.7000000000000028
2023-05-29,Roach,78.3,KCDS,81,2.700000000000003
2023-05-29,Wallace,84.2,KSNK,80,4.200000000000003
2023-05-29,Stevenson,85.6,KVCT,87,1.4000000000000057
2023-05-29,Dalhart,77.1,KDHT,78,0.9000000000000057
2023-05-29,Hutchins,88.2,KRBD,87,1.2000000000000028
2023-05-30,Bradshaw,87.7,NA,NA,NA
2023-05-30,Briscoe,81.5,KCOT,91,9.5
2023-05-30,Byrd,80.2,KUTS,90,9.799999999999997
2023-05-30,Crain,89.8,KGOP,88,1.7999999999999972
2023-05-30,Hilltop,78.4,KGOP,88,9.599999999999994
2023-05-30,Hughes,84.3,KGOP,88,3.700000000000003
2023-05-30,Lopez,90.1,KMFE,90,0.09999999999999432
2023-05-30,Lychner,88.8,KIAH,89,0.20000000000000284
2023-05-30,Lynaugh,84.8,KFST,97,12.200000000000003
2023-05-30,Murray,83.6,KGOP,88,4.400000000000006
2023-05-30,Sanchez,88,KELP,96,8
2023-05-30,Torres,82,KIAH,89,7
2023-05-30,Woodman,86.6,KGOP,88,1.4000000000000057
2023-05-30,Young,85.2,KEFD,88,2.799999999999997
2023-05-30,Jordan,82.5,KPPA,85,2.5
2023-05-30,Formby,86.1,KPVW,83,3.0999999999999943
2023-05-30,Wheeler,82.4,KPVW,83,0.5999999999999943
2023-05-30,Memorial,83.6,KLVJ,90,6.400000000000006
2023-05-30,Ramsey,82.5,KLVJ,90,7.5
2023-05-30,Stringfellow,81.5,KLVJ,90,8.5
2023-05-30,Terrell,78.4,KLVJ,90,11.599999999999994
2023-05-30,Dominguez,84.3,KSKF,86,1.7000000000000028
2023-05-30,Daniel,78.7,KSNK,87,8.299999999999997
2023-05-30,Boyd,84.1,KLXY,84,0.09999999999999432
2023-05-30,Beto,80.4,KPSN,84,3.5999999999999943
2023-05-30,Coffield,86.9,KPSN,84,2.9000000000000057
2023-05-30,Coffield,86.9,KPSN,84,2.9000000000000057
2023-05-30,Johnston,85.2,KJDD,84,1.2000000000000028
2023-05-30,Lewis,86.5,KJAS,77,9.5
2023-05-30,Ellis,88.7,KUTS,90,1.2999999999999972
2023-05-30,Estelle,81.2,KUTS,90,8.799999999999997
2023-05-30,Goree,79.7,KUTS,90,10.299999999999997
2023-05-30,Holliday,82.1,KUTS,90,7.900000000000006
2023-05-30,Huntsville,82.4,KUTS,90,7.599999999999994
2023-05-30,Wynne,83.5,KUTS,90,6.5
2023-05-30,Goodman,84.7,KJAS,77,7.700000000000003
2023-05-30,Polunsky,88.7,KCXO,88,0.7000000000000028
2023-05-30,Montford,83.2,KLBB,85,1.7999999999999972
2023-05-30,Telford,82.4,KTXK,90,7.599999999999994
2023-05-30,Hobby,81.3,KPWG,82,0.7000000000000028
2023-05-30,Ferguson,85.2,KUTS,90,4.799999999999997
2023-05-30,Powledge,83.1,KPSN,84,0.9000000000000057
2023-05-30,Middleton,86.5,KABI,86,0.5
2023-05-30,Robertson,81.8,KABI,86,4.200000000000003
2023-05-30,Clements,74.7,KAMA,83,8.299999999999997
2023-05-30,Gist,90.4,KBPT,90,0.4000000000000057
2023-05-30,Stiles,85.1,KBPT,90,4.900000000000006
2023-05-30,Garza West,93.3,KBEA,89,4.299999999999997
2023-05-30,Mcconnell,83.3,KBEA,89,5.700000000000003
2023-05-30,Clemens,74.9,KLBX,84,9.099999999999994
2023-05-30,Roach,79.5,KCDS,87,7.5
2023-05-30,Wallace,84.7,KSNK,87,2.299999999999997
2023-05-30,Stevenson,88.9,KVCT,88,0.9000000000000057
2023-05-30,Dalhart,78.9,KDHT,84,5.099999999999994
2023-05-30,Hutchins,86.8,KRBD,73,13.799999999999997
2023-05-31,Bradshaw,85.4,NA,NA,NA
2023-05-31,Briscoe,83.6,KCOT,92,8.400000000000006
2023-05-31,Byrd,82.6,KUTS,90,7.400000000000006
2023-05-31,Crain,86.1,KGOP,88,1.9000000000000057
2023-05-31,Hilltop,79.4,KGOP,88,8.599999999999994
2023-05-31,Hughes,82.6,KGOP,88,5.400000000000006
2023-05-31,Lopez,90.9,KMFE,92,1.0999999999999943
2023-05-31,Lychner,91,KIAH,87,4
2023-05-31,Lynaugh,88.5,KFST,88,0.5
2023-05-31,Murray,85.5,KGOP,88,2.5
2023-05-31,Sanchez,80.3,KELP,93,12.700000000000003
2023-05-31,Torres,82,KIAH,87,5
2023-05-31,Woodman,88.8,KGOP,88,0.7999999999999972
2023-05-31,Young,86.5,KEFD,84,2.5
2023-05-31,Jordan,79.4,KPPA,81,1.5999999999999943
2023-05-31,Formby,81.8,KPVW,77,4.799999999999997
2023-05-31,Wheeler,80,KPVW,77,3
2023-05-31,Memorial,82.9,KLVJ,90,7.099999999999994
2023-05-31,Ramsey,84.6,KLVJ,90,5.400000000000006
2023-05-31,Stringfellow,84.5,KLVJ,90,5.5
2023-05-31,Terrell,83.6,KLVJ,90,6.400000000000006
2023-05-31,Dominguez,86.5,KSKF,85,1.5
2023-05-31,Daniel,80.2,KSNK,85,4.799999999999997
2023-05-31,Boyd,83.9,KLXY,88,4.099999999999994
2023-05-31,Beto,78.5,KPSN,88,9.5
2023-05-31,Coffield,81.2,KPSN,88,6.799999999999997
2023-05-31,Coffield,81.2,KPSN,88,6.799999999999997
2023-05-31,Johnston,85.5,KJDD,86,0.5
2023-05-31,Lewis,84.2,KJAS,79,5.200000000000003
2023-05-31,Ellis,93.4,KUTS,90,3.4000000000000057
2023-05-31,Estelle,81.9,KUTS,90,8.099999999999994
2023-05-31,Goree,80.3,KUTS,90,9.700000000000003
2023-05-31,Holliday,84.1,KUTS,90,5.900000000000006
2023-05-31,Huntsville,82.8,KUTS,90,7.200000000000003
2023-05-31,Wynne,86.3,KUTS,90,3.700000000000003
2023-05-31,Goodman,79.8,KJAS,79,0.7999999999999972
2023-05-31,Polunsky,86.8,KCXO,87,0.20000000000000284
2023-05-31,Montford,79.8,KLBB,83,3.200000000000003
2023-05-31,Telford,83.3,KTXK,92,8.700000000000003
2023-05-31,Hobby,81.8,KPWG,88,6.200000000000003
2023-05-31,Ferguson,85,KUTS,90,5
2023-05-31,Powledge,85.1,KPSN,88,2.9000000000000057
2023-05-31,Middleton,86.1,KABI,86,0.09999999999999432
2023-05-31,Robertson,83,KABI,86,3
2023-05-31,Clements,74.7,KAMA,78,3.299999999999997
2023-05-31,Gist,80.1,KBPT,71,9.099999999999994
2023-05-31,Stiles,82.1,KBPT,71,11.099999999999994
2023-05-31,Garza West,92.3,KBEA,89,3.299999999999997
2023-05-31,Mcconnell,83.5,KBEA,89,5.5
2023-05-31,Clemens,79.9,KLBX,86,6.099999999999994
2023-05-31,Roach,79.7,KCDS,85,5.299999999999997
2023-05-31,Wallace,85.8,KSNK,85,0.7999999999999972
2023-05-31,Stevenson,87.6,KVCT,88,0.4000000000000057
2023-05-31,Dalhart,77.3,KDHT,59,18.299999999999997
2023-05-31,Hutchins,87.9,KRBD,88,0.09999999999999432
2023-06-01,Bradshaw,86.5,KRFI,90,3.5
2023-06-01,Briscoe,84.6,KCOT,93,8.400000000000006
2023-06-01,Byrd,80.2,KUTS,90,9.799999999999997
2023-06-01,Crain,87.4,KGOP,88,0.5999999999999943
2023-06-01,Hilltop,78,KGOP,88,10
2023-06-01,Hughes,84,KGOP,88,4
2023-06-01,Lopez,91.2,KMFE,90,1.2000000000000028
2023-06-01,Lychner,88.5,KIAH,88,0.5
2023-06-01,Lynaugh,86.2,KFST,90,3.799999999999997
2023-06-01,Murray,86,KGOP,88,2
2023-06-01,Sanchez,81.9,KELP,86,4.099999999999994
2023-06-01,Segovia,NA,KMFE,90,NA
2023-06-01,Torres,85.8,KIAH,88,2.200000000000003
2023-06-01,Woodman,87.1,KGOP,88,0.9000000000000057
2023-06-01,Young,86.7,NA,NA,NA
2023-06-01,Jordan,76.4,KPPA,72,4.400000000000006
2023-06-01,Formby,76.6,KPVW,72,4.599999999999994
2023-06-01,Wheeler,77.8,KPVW,72,5.799999999999997
2023-06-01,Memorial,83,KLVJ,89,6
2023-06-01,Stringfellow,87.5,KLVJ,89,1.5
2023-06-01,Terrell,85.2,KLVJ,89,3.799999999999997
2023-06-01,Dominguez,85.8,KSKF,87,1.2000000000000028
2023-06-01,Daniel,77.5,KSNK,76,1.5
2023-06-01,Boyd,88.6,KLXY,88,0.5999999999999943
2023-06-01,Beto,82.3,KPSN,86,3.700000000000003
2023-06-01,Coffield,85.3,KPSN,86,0.7000000000000028
2023-06-01,Coffield,85.3,KPSN,86,0.7000000000000028
2023-06-01,Johnston,88.7,KJDD,88,0.7000000000000028
2023-06-01,Lewis,87.5,KJAS,88,0.5
2023-06-01,Ellis,87.8,KUTS,90,2.200000000000003
2023-06-01,Estelle,82.9,KUTS,90,7.099999999999994
2023-06-01,Goree,82.7,KUTS,90,7.299999999999997
2023-06-01,Holliday,88.7,KUTS,90,1.2999999999999972
2023-06-01,Huntsville,87.1,KUTS,90,2.9000000000000057
2023-06-01,Wynne,86.2,KUTS,90,3.799999999999997
2023-06-01,Goodman,84.5,KJAS,88,3.5
2023-06-01,Polunsky,90.8,KCXO,89,1.7999999999999972
2023-06-01,Montford,73.7,KLBB,73,0.7000000000000028
2023-06-01,Telford,83.2,KTXK,92,8.799999999999997
2023-06-01,Hobby,83.1,KPWG,90,6.900000000000006
2023-06-01,Ferguson,85.4,KUTS,90,4.599999999999994
2023-06-01,Powledge,88.3,KPSN,86,2.299999999999997
2023-06-01,Middleton,85.3,KABI,86,0.7000000000000028
2023-06-01,Robertson,85.5,KABI,86,0.5
2023-06-01,Clements,73,KAMA,70,3
2023-06-01,Gist,85.8,KBPT,88,2.200000000000003
2023-06-01,Stiles,85.6,KBPT,88,2.4000000000000057
2023-06-01,Garza West,91.5,KBEA,89,2.5
2023-06-01,Mcconnell,86.2,KBEA,89,2.799999999999997
2023-06-01,Clemens,80.8,KLBX,86,5.200000000000003
2023-06-01,Roach,78.2,KCDS,70,8.200000000000003
2023-06-01,Wallace,81.7,KSNK,76,5.700000000000003
2023-06-01,Stevenson,89.4,KVCT,85,4.400000000000006
2023-06-01,Dalhart,76.7,KDHT,66,10.700000000000003
2023-06-01,Hutchins,87,KRBD,86,1
2023-06-02,Bradshaw,88.9,KRFI,90,1.0999999999999943
2023-06-02,Briscoe,86.2,KCOT,92,5.799999999999997
2023-06-02,Byrd,83.4,KUTS,92,8.599999999999994
2023-06-02,Crain,89.2,KGOP,88,1.2000000000000028
2023-06-02,Hilltop,79.7,KGOP,88,8.299999999999997
2023-06-02,Hughes,89.9,KGOP,88,1.9000000000000057
2023-06-02,Lopez,92.2,KMFE,90,2.200000000000003
2023-06-02,Lychner,89.4,KIAH,90,0.5999999999999943
2023-06-02,Lynaugh,82.7,KFST,81,1.7000000000000028
2023-06-02,Murray,82.2,KGOP,88,5.799999999999997
2023-06-02,Sanchez,81,KELP,89,8
2023-06-02,Segovia,83.3,KMFE,90,6.700000000000003
2023-06-02,Torres,89.5,KIAH,90,0.5
2023-06-02,Woodman,90.3,KGOP,88,2.299999999999997
2023-06-02,Young,86.3,KEFD,88,1.7000000000000028
2023-06-02,Jordan,77.5,KPPA,72,5.5
2023-06-02,Formby,76.6,KPVW,54,22.599999999999994
2023-06-02,Wheeler,77.3,KPVW,54,23.299999999999997
2023-06-02,Memorial,83.6,KLVJ,89,5.400000000000006
2023-06-02,Stringfellow,84,KLVJ,89,5
2023-06-02,Terrell,85.6,KLVJ,89,3.4000000000000057
2023-06-02,Dominguez,89.3,KSKF,86,3.299999999999997
2023-06-02,Daniel,77.7,KSNK,85,7.299999999999997
2023-06-02,Boyd,88.6,KLXY,90,1.4000000000000057
2023-06-02,Beto,81.8,KPSN,88,6.200000000000003
2023-06-02,Coffield,86.1,KPSN,88,1.9000000000000057
2023-06-02,Coffield,86.1,KPSN,88,1.9000000000000057
2023-06-02,Johnston,88,KJDD,90,2
2023-06-02,Lewis,88.4,KJAS,90,1.5999999999999943
2023-06-02,Ellis,92.7,KUTS,92,0.7000000000000028
2023-06-02,Estelle,84.4,KUTS,92,7.599999999999994
2023-06-02,Goree,85,KUTS,92,7
2023-06-02,Holliday,89.5,KUTS,92,2.5
2023-06-02,Huntsville,86.7,KUTS,92,5.299999999999997
2023-06-02,Wynne,87,KUTS,92,5
2023-06-02,Goodman,84.9,KJAS,90,5.099999999999994
2023-06-02,Polunsky,87.2,KCXO,89,1.7999999999999972
2023-06-02,Montford,76.6,KLBB,59,17.599999999999994
2023-06-02,Telford,83.2,KTXK,91,7.799999999999997
2023-06-02,Hobby,86.3,KPWG,93,6.700000000000003
2023-06-02,Ferguson,86.7,KUTS,92,5.299999999999997
2023-06-02,Powledge,85.8,KPSN,88,2.200000000000003
2023-06-02,Middleton,87.9,KABI,86,1.9000000000000057
2023-06-02,Robertson,81.9,KABI,86,4.099999999999994
2023-06-02,Clements,72,KAMA,58,14
2023-06-02,Gist,92.4,KBPT,88,4.400000000000006
2023-06-02,Stiles,86.8,KBPT,88,1.2000000000000028
2023-06-02,Garza West,93.5,KBEA,90,3.5
2023-06-02,Mcconnell,85.5,KBEA,90,4.5
2023-06-02,Clemens,84.5,KLBX,87,2.5
2023-06-02,Roach,79.4,KCDS,82,2.5999999999999943
2023-06-02,Wallace,82.1,KSNK,85,2.9000000000000057
2023-06-02,Stevenson,89.7,KVCT,88,1.7000000000000028
2023-06-02,Dalhart,72.6,KDHT,59,13.599999999999994
2023-06-02,Hutchins,88.6,KRBD,89,0.4000000000000057
2023-06-03,Bradshaw,82.7,KRFI,72,10.700000000000003
2023-06-03,Briscoe,87.1,KCOT,94,6.900000000000006
2023-06-03,Byrd,84.3,KUTS,93,8.700000000000003
2023-06-03,Crain,87.5,KGOP,90,2.5
2023-06-03,Hilltop,80.2,KGOP,90,9.799999999999997
2023-06-03,Hughes,87.4,KGOP,90,2.5999999999999943
2023-06-03,Lopez,86.1,KMFE,92,5.900000000000006
2023-06-03,Lychner,89.8,KIAH,92,2.200000000000003
2023-06-03,Lynaugh,82.3,KFST,87,4.700000000000003
2023-06-03,Murray,85.5,KGOP,90,4.5
2023-06-03,Sanchez,82.3,KELP,93,10.700000000000003
2023-06-03,Segovia,89.1,KMFE,92,2.9000000000000057
2023-06-03,Torres,83.7,KIAH,92,8.299999999999997
2023-06-03,Woodman,86.5,KGOP,90,3.5
2023-06-03,Young,88.8,KEFD,93,4.200000000000003
2023-06-03,Jordan,76.5,KPPA,75,1.5
2023-06-03,Formby,81.1,KPVW,73,8.099999999999994
2023-06-03,Wheeler,73.7,KPVW,73,0.7000000000000028
2023-06-03,Memorial,84.6,KLVJ,93,8.400000000000006
2023-06-03,Stringfellow,83.3,KLVJ,93,9.700000000000003
2023-06-03,Terrell,78.6,KLVJ,93,14.400000000000006
2023-06-03,Dominguez,87.4,KSKF,NA,NA
2023-06-03,Daniel,75.3,KSNK,73,2.299999999999997
2023-06-03,Boyd,89.3,KLXY,90,0.7000000000000028
2023-06-03,Beto,82.6,KPSN,90,7.400000000000006
2023-06-03,Coffield,85.6,KPSN,90,4.400000000000006
2023-06-03,Coffield,85.6,KPSN,90,4.400000000000006
2023-06-03,Johnston,80.4,KJDD,68,12.400000000000006
2023-06-03,Lewis,81.9,KJAS,73,8.900000000000006
2023-06-03,Ellis,85.8,KUTS,93,7.200000000000003
2023-06-03,Estelle,86.1,KUTS,93,6.900000000000006
2023-06-03,Goree,84.7,KUTS,93,8.299999999999997
2023-06-03,Holliday,87.9,KUTS,93,5.099999999999994
2023-06-03,Huntsville,88,KUTS,93,5
2023-06-03,Wynne,87.2,KUTS,93,5.799999999999997
2023-06-03,Goodman,76.6,KJAS,73,3.5999999999999943
2023-06-03,Polunsky,87.8,KCXO,90,2.200000000000003
2023-06-03,Montford,76.9,KLBB,77,0.09999999999999432
2023-06-03,Telford,82,KTXK,76,6
2023-06-03,Hobby,85.9,KPWG,91,5.099999999999994
2023-06-03,Ferguson,86.2,KUTS,93,6.799999999999997
