date,unit_name,indoor_temp,station_code,station_temp,rh,difference,status
2023-06-28,Boyd,90.9,KLXY,96,43,5.099999999999994,inactive
2023-06-29,Boyd,92.1,KLXY,96,44,3.9000000000000057,inactive
2023-06-30,Boyd,90.1,KLXY,96,41,5.900000000000006,inactive
2023-07-01,Boyd,90.7,KLXY,93,45,2.299999999999997,inactive
2023-07-02,Boyd,88.7,KLXY,91,54,2.299999999999997,inactive
2023-07-03,Boyd,90.2,KLXY,93,51,2.799999999999997,inactive
2023-07-04,Boyd,89.8,KLXY,94,49,4.200000000000003,inactive
2023-07-05,Boyd,89.3,KLXY,95,45,5.700000000000003,inactive
2023-07-06,Boyd,89.7,KLXY,92,53,2.299999999999997,inactive
2023-07-07,Boyd,89.6,KLXY,93,48,3.4000000000000057,inactive
2023-07-08,Boyd,90.7,KLXY,96,43,5.299999999999997,inactive
2023-07-09,Boyd,89.9,KLXY,95,47,5.099999999999994,inactive
2023-07-10,Boyd,92.9,KLXY,100,38,7.099999999999994,inactive
2023-07-11,Boyd,92.8,KLXY,93,53,0.20000000000000284,inactive
2023-07-12,Boyd,92.8,KLXY,101,36,8.200000000000003,inactive
2023-07-13,Boyd,93.9,KLXY,102,36,8.099999999999994,inactive
2023-07-14,Boyd,92,KLXY,101,39,9,inactive
2023-07-15,Boyd,94.7,KLXY,101,34,6.299999999999997,inactive
2023-07-16,Boyd,93.1,KLXY,95,45,1.9000000000000057,inactive
2023-07-17,Boyd,93.5,KLXY,103,24,9.5,inactive
2023-07-18,Boyd,93.3,KLXY,103,30,9.700000000000003,inactive
2023-07-19,Boyd,93.5,KLXY,102,25,8.5,inactive
2023-07-20,Boyd,93.8,KLXY,101,29,7.200000000000003,inactive
2023-07-21,Boyd,92.4,KLXY,100,30,7.599999999999994,inactive
2023-07-22,Boyd,92.8,KLXY,97,42,4.200000000000003,inactive
2023-07-23,Boyd,92.4,KLXY,98,24,5.599999999999994,inactive
2023-07-24,Boyd,92.4,KLXY,101,25,8.599999999999994,inactive
2023-07-25,Boyd,93.1,KLXY,100,31,6.900000000000006,inactive
2023-07-26,Boyd,93,KLXY,99,29,6,inactive
2023-07-27,Boyd,92.2,KLXY,99,30,6.799999999999997,inactive
